permit,city,state,zip,species,sex,antlers,date,lng,lat,basis,details,permitted
19B059-16,ENUMCLAW,WA,98022,DEER,M,1,09/24/2016 1:00,-121.930597,47.27995734,Very accurate site GPS reading,,09/24/2016 8:10
C4DFEF-16,SPOKANE,WA,99217,DEER,F,0,09/24/2016 9:00,-117.1680238,48.13622249,Very accurate map reading,100&#39; past Diamond Dr on Highway 2. North side of road. 10&#39; off the paved road. ,09/24/2016 12:08
BC69BC-16,MOSES LAKE,WA,98837,DEER,M,0,09/24/2016 8:30,-120.9016158,47.14847548,Very accurate map reading,East bound I-90 at Cle Elum,09/24/2016 12:50
510766-16,ASHFORD,WA,98304,ELK,M,6,09/23/2016 23:30,-120.8912732,47.18462558,General area map reading,approx. one half mile outside Cle Elum heading towards Teannaway. Next to railroad tracks.,09/24/2016 13:34
27F7C4-16,LAKE TAPPS,WA,98391,DEER,M,1,09/24/2016 7:30,-122.2135379,47.20970319,General area GPS reading,on the side of sumner tapps hiway,09/24/2016 20:07
C15EA4-16,SPOKANE ,WA,99204,DEER,F,0,09/23/2016 21:30,-117.3493411,47.55748951,Very accurate map reading,,09/24/2016 20:44
5775F8-16,TONASKET,WA,98855,DEER,M,0,09/24/2016 14:30,-119.456742,48.68522424,General area map reading,Deer hit on hwy. just north of Midway Lumber.  Deer was a buck without visible antlers.,09/25/2016 9:37
83ACE8-16,CUSTER,WA,98240,DEER,F,0,09/25/2016 5:00,-122.7040603,48.91241959,Very accurate map reading,I was driving north on kickerville between bay rd and birch bay lynden rd. I hit the deer just north of the railroad tracks.,09/25/2016 12:23
BF85D7-16,GRANITE FALLS,WA,98252,DEER,M,0,09/25/2016 12:00,-121.9866445,47.7232912,Very accurate site GPS reading,"The deer was not hit by me, it had been hit by someone else.",09/25/2016 14:02
9156D9-16,ORONDO,WA,98843,DEER,F,0,09/25/2016 11:00,-120.2506759,47.56177563,General area map reading,Just 100 feet South of the pullout on the straight away.,09/25/2016 14:24
E2EE9D-16,CHEHALIS,WA,98532,DEER,F,0,09/25/2016 17:00,-122.8425209,46.58130751,General area map reading,green mailbox across the street ,09/25/2016 16:35
05673B-16,DUVALL,WA,98019,DEER,M,0,09/24/2016 16:30,-121.9089033,47.74684352,General area map reading,,09/25/2016 16:57
9810A5-16,VANCOUVER,WA,98660,DEER,F,0,09/24/2016 10:30,-122.8216921,46.54420726,Very accurate map reading,"Intersection of Jackson Highway and Highway 12, across the street from the Jackson Highway Veterinarian Clinic. ",09/25/2016 21:56
AF4691-16,GOLD BAR,WA,98251,DEER,M,1,09/26/2016 10:00,-121.8593361,47.56209418,General area map reading,Intersection of hwy 202 and 356th Ave SE,09/26/2016 10:14
FDE093-16,PORT TOWNSEND,WA,98368,DEER,M,1,09/25/2016 11:30,-122.6911857,48.03520715,Very accurate map reading,By Smith Rd.,09/26/2016 12:27
EA907E-16,ARLINGTON,WA,98223,DEER,F,0,09/25/2016 22:30,-122.1124293,48.11575757,Very accurate map reading,Wa State patrol was called out and verified scene of collision.,09/26/2016 14:33
1FE3EB-16,BONNEY LAKE,WA,98391,DEER,M,1,09/26/2016 21:30,-122.1611184,47.17447076,General area GPS reading,,09/26/2016 22:38
ACAA0B-16,BREMERTON,WA,98312,DEER,M,0,09/27/2016 20:30,-122.7765657,47.60538356,General area map reading,Deer was hit about two blocks east of Wildcat Lake Grocery Store.,09/28/2016 0:35
1AF083-16,MALAGA,WA,98828,ELK,F,0,09/27/2016 8:00,-120.6545951,47.47726296,General area map reading,,09/28/2016 6:26
9C7209-16,PORT ORCHARD,WA,98366,DEER,M,0,09/27/2016 20:30,-122.7787299,47.60514004,General area map reading,"Deputy Aaron Baker shot and killed the deer. He submitted report K19-009405 to document the incident. The deer was a fawn that had bumps where the antlers are, no actual antlers. ",09/28/2016 8:20
7B62FE-16,RANDLE,WA,98336,ELK,F,0,09/27/2016 0:00,-121.7999974,46.53564831,General area map reading,us 12 and carr rd,09/28/2016 9:40
3A84E1-16,SPOKANE,WA,99207,DEER,M,4,09/28/2016 9:00,-118.1500127,46.27015005,General area GPS reading,,09/28/2016 9:47
9076DD-16,KENT,WA,98031,DEER,F,0,09/27/2016 23:30,-122.1217012,47.40144534,General area map reading,,09/28/2016 11:08
16AC88-16,MOSSYROCK,WA,98564,DEER,F,0,09/28/2016 12:30,-122.7783896,46.56814261,General area GPS reading,,09/28/2016 16:05
0D0604-16,CASHMERE,WA,98815,DEER,M,3,09/27/2016 20:30,-120.4029395,47.48284627,General area map reading,,09/28/2016 18:24
1FED46-16,SELAH,WA,98942,DEER,F,0,09/28/2016 21:00,-120.7855727,46.88471521,General area map reading,,09/28/2016 22:11
738F8F-16,EVERSON,WA,98247,DEER,M,0,09/28/2016 21:30,-122.6085736,48.87444195,Very accurate map reading,,09/28/2016 22:41
9FCE61-16,OLYMPIA,WA,98501,DEER,M,1,09/28/2016 22:00,-122.8443076,47.0184942,General area map reading,,09/29/2016 7:34
56B672-16,CHEHALIS,WA,98532,DEER,F,0,09/29/2016 10:00,-122.8954198,46.62171002,Very accurate map reading,"2897 Jackson Highway, Chehalis, Wa 98532",09/29/2016 10:42
88BC16-16,MORTON,WA,98356,DEER,M,3,09/29/2016 4:30,-122.2501876,46.78203582,General area map reading,Highway 7 Alder lake boat ramp.,09/29/2016 13:51
E81AA3-16,ARLINGTON,WA,98223,DEER,M,1,09/28/2016 8:30,-122.2176321,48.23891059,General area map reading,na,09/29/2016 14:48
D1DF53-16,CURTIS,WA,98538,DEER,M,1,09/29/2016 20:30,-123.122914,46.57027865,General area map reading,Hit just before Beaver Creek road headed south.,09/29/2016 20:51
6198BE-16,RAYMOND,WA,98577,DEER,M,1,09/29/2016 21:00,-123.6583838,46.68532281,General area GPS reading,By racetrack on Ward Ck Rd,09/29/2016 21:22
92164F-16,BENTON CITY ,WA,99320,ELK,M,5,09/29/2016 8:00,-119.6613624,46.5118199,General area map reading,State Route 240. Mile Marker 3.,09/30/2016 2:02
3F4B14-16,OLYMPIA,WA,98513,DEER,M,2,09/29/2016 21:30,-122.7708308,47.03933667,Very accurate map reading,"Deer hit on Pacific Ave by; 7935 Pacific AVE SE, Olympia, WA 98513",09/30/2016 9:33
E9E167-16,BUCKLEY,WA,98321,ELK,F,0,09/30/2016 20:30,-121.9892623,47.28340351,Very accurate map reading,1/3 of a mile south of Green Valley road on SR 169,09/30/2016 22:57
5DFB6A-16,BREMERTON,WA,98312,DEER,M,0,09/30/2016 21:00,-122.9264476,47.51936242,General area map reading,,10/01/2016 10:37
40FB93-16,SNOHOMISH,WA,98290,DEER,M,3,12/31/1969 11:30,-122.0749857,47.85680065,Very accurate site GPS reading,,10/01/2016 11:44
BB7D98-16,EAST WENATCHEE,WA,98802,DEER,M,3,09/30/2016 20:00,-120.8192183,46.91109159,General area map reading,Hit by 2013 f-150 truck. ,10/01/2016 11:45
CF7573-16,SPOKANE,WA,99207,DEER,F,0,09/30/2016 19:00,-117.2006308,47.8312275,Very accurate map reading,,10/01/2016 13:48
E8E9A9-16,BAINBRIDGE ISLAND,WA,98110,DEER,F,0,10/01/2016 11:30,-122.5990035,47.58081546,General area map reading,highway 305 on bainbridge island near 305 and madison intersection,10/01/2016 15:15
F4AC80-16,ORTING,WA,98360,DEER,M,3,10/01/2016 5:00,-122.2355535,47.1456151,General area GPS reading,,10/01/2016 16:30
8D728D-16,ORTING,WA,98360,DEER,M,3,10/01/2016 5:00,-122.2346951,47.15052764,General area GPS reading,the red barn tree farm.,10/01/2016 16:57
CF6389-16,NINE MILE FALLS,WA,99026,DEER,F,0,09/30/2016 21:30,-117.5433185,47.80091612,Very accurate map reading,Hwy 291 headed Northbound. Coming out of drainage headed down to river. ,10/01/2016 20:20
A1F58D-16,NINE MILE FALLS,WA,99026,DEER,F,0,10/01/2016 21:30,-117.3510009,47.93880913,Very accurate map reading,"Doe was struck in the north bound lane and found in the center lane. She was struck on the left side, resulting in a broken neck and shattered front left leg. The rear left leg was damaged and a large laceration over the left eye. She was in full milk with signs of feeding young.",10/02/2016 8:41
DA1EE3-16,GRANITE FALLS,WA,98252,DEER,M,1,10/01/2016 14:30,-122.0263608,48.10588232,General area map reading,"Report #2016-155275 by Snohomish County Deputy Sheriff, Chris Johnson",10/02/2016 11:32
2655D5-16,ELLENSBURG,WA,98926,ELK,M,5,10/02/2016 12:30,-120.7030036,47.1706878,Very accurate map reading,,10/02/2016 11:48
72919A-16,MAPLE VALLEY ,WA,98038,ELK,F,0,10/01/2016 20:00,-121.9957854,47.29234612,General area map reading,heading towards black diamond on maple valley black diamond road passed over the green river gorge bridge and hit elk. ,10/02/2016 11:56
7BF390-16,MONTESANO,WA,98563,DEER,F,0,10/01/2016 16:00,-123.6914565,47.07089891,Very accurate map reading,on wynoochee valley road near wynoochee/wishkah rd,10/02/2016 12:43
631E5B-16,HOODSPORT,WA,98548,DEER,F,0,10/02/2016 13:00,-123.2003765,47.4208109,Very accurate map reading,,10/02/2016 15:44
CFF25C-16,EAST WENATCHEE,WA,98802,DEER,M,3,10/02/2016 6:00,-120.4482152,47.51479748,General area map reading,X marks the spot.,10/02/2016 17:10
0C73A2-16,WASHOUGAL,WA,98671,DEER,M,0,10/02/2016 10:30,-121.8146882,45.7169577,General area map reading,The deer was on the south side of State Route 14 at Carson Junction road.,10/02/2016 18:58
802C60-16,YAKIMA,WA,98908,DEER,F,0,10/02/2016 19:00,-120.9436973,46.83763189,General area map reading,by the abandoned  brick house on hw 410,10/02/2016 20:33
43AE41-16,DAYTON,WA,99328,DEER,F,0,10/02/2016 19:30,-117.7997591,46.51966075,General area GPS reading,The deer was hit near mile post 384 on highway 12,10/02/2016 22:49
F97750-16,DAYTON,WA,99328,DEER,F,0,10/02/2016 20:00,-117.8736808,46.25179879,General area map reading,"The deer was hit on the North Touchet Road between Bill Stearns house and James Stears house, there is approximately a quarter mile between there houses.",10/03/2016 7:26
89FBE5-16,OKANOGAN,WA,98840,DEER,F,0,10/02/2016 19:30,-120.172055,48.46047454,General area map reading,About 3 miles past liberty bell high school going towards twisp.,10/03/2016 8:02
2882C1-16,METALINEFALLS,WA,99153,DEER,F,0,10/02/2016 20:30,-117.4104127,48.690489,Very accurate map reading,between railroad tracks crossing hw31 and tiger cut off,10/03/2016 19:55
022754-16,YELM,WA,98597,DEER,M,2,10/03/2016 19:30,-122.6539092,46.90400313,General area map reading,Corner of Koeppen Rd and Horizon near open pasture. ,10/03/2016 21:41
4C4051-16,MEAD,WA,99021,DEER,F,0,10/03/2016 22:00,-117.2291138,47.82861651,General area map reading,18720 N Madison rd.  Person hit the deer near the end of our driveway tonight. ,10/03/2016 22:03
773BF1-16,OLYMPIA,WA,98502,DEER,F,0,10/03/2016 19:30,-122.9728927,47.06975895,Very accurate map reading,near road roundabout in front of front entrance to main parking area of Evergreen,10/03/2016 22:54
DE859B-16,POMEOY,WA,99347,DEER,F,0,10/03/2016 17:30,-117.5001228,46.45851345,General area map reading,highway 12 east of Pomeroy barely out of town,10/04/2016 14:23
F774EC-16,ABERDEEN,WA,98520,DEER,F,0,10/04/2016 14:30,-123.8081433,47.00029258,Very accurate map reading,mile marker #2 Wishkah rd.,10/04/2016 17:33
AB8508-16,PORT ORCHARD,WA,98367,DEER,M,2,10/04/2016 16:00,-122.6258685,47.53502222,Very accurate map reading,the deer was hit right in front of novus glass,10/04/2016 21:12
AE9A6D-16,PORT ORCHARD,WA,98367,DEER,M,1,10/05/2016 10:00,-122.6312222,47.42614451,General area GPS reading,"Young male deer, just starting to show antler nubs(spike). Wdfw was notified and deer was euthanized, due to broken legs. The deer was salvaged nearest to 13500 Se Bethel-Burley Road Se in Port Orchard. WDFW officer was met on seen.",10/05/2016 10:41
A09E70-16,ANACORTES,WA,98221,DEER,M,2,10/04/2016 22:00,-122.4235656,48.45569324,Very accurate map reading,"Opposite side of sharps corner turn on Fidalgo Bay side, west of marches point on the side of HWY-20 off westbound side lanes. The Blacktailed deer was fresh with no sign of penetration. Many photos of the deer were taken. Opon inspection a vehicle strike to the rear caused internal hemorrhage which filled the heart with cuagualed blood and caused arrest. The male is approximately 2yr with two small spike antlers turning to fork and horn.",10/05/2016 14:04
2C1262-16,ELLENSBURG,WA,98926,DEER,F,0,10/05/2016 11:30,-120.6907633,46.96827291,General area map reading,,10/05/2016 14:36
286561-16,SPOKANE,WA,99217,DEER,M,0,10/05/2016 9:00,-117.0778586,47.66736956,General area map reading,Boone and Country Vista intersection.,10/05/2016 14:41
6628F3-16,SPOKANE VALLEY,WA,99206,DEER,M,1,10/05/2016 7:30,-117.3526457,47.89016111,Very accurate map reading,,10/05/2016 17:08
B77564-16,OAK HARBOR,WA,98277,DEER,M,1,10/04/2016 6:00,-122.6302023,48.33322697,Very accurate map reading,50 feet north of Pit RD on SR-20,10/05/2016 19:10
CD8A86-16,STEVENSON,WA,98648,DEER,M,2,10/04/2016 21:00,-122.0795562,45.60618952,General area map reading,mile post 30.5 hwy 14,10/05/2016 20:49
A01682-16,OAK HARBOR,WA,98277,DEER,F,0,11/30/1999 3:00,-122.6319625,48.30131217,General area map reading,I havent come across one yet I do want to apply for the roadkill please thank you,10/06/2016 4:03
BB48C3-16,COLBERT,WA,99005,DEER,F,0,10/05/2016 17:00,-117.3946919,47.84416289,General area map reading,,10/06/2016 7:59
4F1FA2-16,WINTHROP,WA,98862,DEER,F,0,10/05/2016 8:30,-120.0844503,48.27045344,Very accurate map reading,Intersection of hwy 20 and ross rd. south,10/06/2016 8:10
1E7704-16,CHEHALIS,WA,98532,DEER,M,2,10/06/2016 5:30,-122.8273901,46.61348475,General area map reading,north fork rd heading towards centralia alpha just befor hewitt rd,10/06/2016 10:12
BEBA85-16,OTHELLO,WA,99344,DEER,F,0,10/06/2016 9:30,-117.7284553,46.62641104,General area map reading,south side of the road between Breakdown rd and Hastings hill rd ,10/06/2016 10:21
9D37F4-16,BELFAIR,WA,89528,DEER,F,0,10/06/2016 8:30,-122.8206168,47.48786738,General area map reading,Yearling hit by a passing pickup salvaged at once,10/06/2016 15:07
C2994A-16,SEDRO WOOLLEY,WA,98284,ELK,M,5,10/06/2016 16:30,-121.9794776,48.52645586,Very accurate map reading,,10/06/2016 16:28
27C712-16,CHINOOK,WA,98614,DEER,F,0,10/05/2016 19:30,-124.0503146,46.48204092,General area map reading,,10/06/2016 18:18
8E8396-16,IONE,WA,99139,DEER,F,0,10/04/2016 17:30,-117.4107399,48.69767452,General area map reading,,10/06/2016 20:28
DC9599-16,GLENOMA,WA,98336,DEER,F,0,10/06/2016 6:30,-122.6182296,46.61164935,General area map reading,just before the third bridge crossing the tilton river out of Morton westbound on hwy 508,10/07/2016 5:52
D9D00C-16,WAITSBURG,WA,99361,DEER,M,2,10/06/2016 19:30,-118.1318045,46.14137632,General area map reading,traveling home last night seen the deer just below Clancy Rd on the left hand side traveling up.,10/07/2016 8:04
EA039A-16,PESHASTIN,WA,98847,DEER,F,0,10/07/2016 9:00,-120.6268657,47.58768301,Very accurate map reading,,10/07/2016 9:18
59DF08-16,NEWMAN LAKE,WA,99025,DEER,M,1,10/07/2016 12:00,-117.0977928,47.71188644,General area map reading,Hit just E of McKinzie Rd and Trent in the west bound land at approx. 6:40 am he hit on way to work.  (MS),10/07/2016 12:43
F29973-16,COLVILLE,WA,99114,DEER,M,3,10/05/2016 18:00,-117.9330542,48.65217926,Very accurate site GPS reading,Just north of clugston-onion creek rd on williams lake road,10/07/2016 13:25
270CA0-16,MOSES LAKE,WA,98837,DEER,M,3,10/07/2016 11:30,-118.7073543,47.42119399,General area map reading,,10/07/2016 14:05
6C4380-16,NINE MILE FALLS,WA,99026,DEER,F,0,10/06/2016 20:00,-117.6330115,47.80959761,Very accurate site GPS reading,Yearling doe whitetail.,10/07/2016 16:20
710B9A-16,CASHMERE,WA,98815,DEER,M,4,10/07/2016 8:00,-120.5135323,47.53568942,Very accurate map reading,hit by unknown person Sheriff and PUD worker pulled deer off road I call Game Department to see if it was ok to take first Talk to Lori 662-0452 Deer meat was not usable so I disposed of the hole thing on my property in the canyon behind my house.   ,10/07/2016 16:37
AE9AEC-16,LAKEWOOD ,WA,98498,ELK,M,6,10/07/2016 22:30,-122.8994967,46.84171786,General area map reading,old hwy 99 se about 2-3 miles outside of the town of Tenino wa. ,10/08/2016 12:59
81546C-16,TACOMA,WA,98445,DEER,F,0,10/08/2016 7:30,-122.8457951,46.87902603,General area map reading,,10/08/2016 14:14
A9FEFE-16,KENNEWICK ,WA,99336,DEER,F,0,10/08/2016 7:00,-120.4165866,45.96193756,General area map reading,mile marker 30 ,10/08/2016 14:44
9B4234-16,CHEHALIS,WA,98532,DEER,M,5,10/07/2016 21:00,-122.8471615,46.63443905,Very accurate map reading,It was right at the driveway of the tree farm there on logan hill.,10/08/2016 17:37
DE9CC0-16,REDMOND ,WA,98053,DEER,M,1,10/07/2016 18:30,-122.0545365,47.67060633,General area map reading,Union Hill Road,10/08/2016 18:04
B8D1EA-16,EVERSON,WA,98247,DEER,M,1,10/08/2016 16:30,-122.3680868,48.94158015,Very accurate map reading,,10/09/2016 0:40
65B948-16,OAK HARBOR,WA,98277,DEER,M,1,10/09/2016 10:30,-122.7134669,48.27691557,General area map reading,2086 Zylstra Rd,10/09/2016 10:35
1523DF-16,KETTLE FALLS ,WA,99141,DEER,F,0,10/08/2016 18:30,-118.1557321,48.57127007,General area map reading,,10/09/2016 11:34
3FC5B0-16,NEWMAN LAKE,WA,99025,DEER,M,5,10/09/2016 14:00,-117.069234,47.74884257,General area map reading,Hit by car/truck over night white tail ,10/09/2016 14:32
A5D87F-16,ROCKFORD,WA,99030,DEER,F,0,10/08/2016 12:00,-117.2233417,47.60905889,General area map reading,,10/09/2016 14:47
9B2C08-16,KETTLE FALLS,WA,99141,DEER,F,0,10/08/2016 21:00,-117.7869918,48.47276722,General area map reading,Greenwood loop rd ,10/09/2016 15:15
5C49A2-16,WINLOCK,WA,98596,DEER,M,2,10/09/2016 7:30,-122.8892168,46.49385847,General area map reading,"In between our house, 547-43 North Military, and Winlock High School. Quarter mile north of the Winlock High School, on North Military Rd.",10/09/2016 17:34
8D475B-16,PORT ANGELES,WA,98362,DEER,F,0,10/09/2016 10:00,-123.3139013,48.0964015,General area map reading,The deer was on the left side of highway 101 between the police substation and the truck weigh station,10/10/2016 6:50
AEF47D-16,BURBANK ,WA,99323,ELK,M,6,10/09/2016 9:30,-118.9735152,45.61387488,General area GPS reading,"200 yards north of North shore road,along the walla walla river ",10/10/2016 7:05
DE3510-16,SHELTON,WA,98584,DEER,F,0,10/10/2016 7:00,-123.2627322,47.14330917,General area map reading,The collision was investigated by the WSP and a PTCR was completed noting the exact location.,10/10/2016 8:23
0360C3-16,COUPEVILLE,WA,98239,DEER,F,0,10/10/2016 8:00,-122.7456023,48.23115048,General area map reading,On libbey road between west beach and hwy 20,10/10/2016 8:25
C82502-16,SHELTON,WA,98584,DEER,F,0,10/10/2016 7:00,-123.0253998,47.19092547,General area map reading,,10/10/2016 8:42
D20141-16,COLVILLE,WA,99114,DEER,F,0,10/10/2016 18:00,-117.8616532,48.43340922,General area map reading,Mile Marker 220,10/10/2016 19:22
16E13A-16,MOSSYROCK,WA,98564,DEER,F,0,10/10/2016 20:00,-122.4705321,46.52530961,Very accurate map reading,"Intersection of Blankenship Road and Jarvis Road, on Mossyrock Rd. East",10/10/2016 20:43
312466-16,ADDY,WA,99101,DEER,F,0,10/11/2016 6:30,-117.9281387,48.29964804,General area GPS reading,just before a dairy farm.  About 50 feet before the driveway.,10/11/2016 7:36
E0A1D5-16,SEQUIM,WA,98382,DEER,M,1,10/10/2016 9:30,-123.147047,48.07566982,Very accurate map reading,,10/11/2016 8:09
CB5BC0-16,DEMING,WA,98244,DEER,F,0,10/11/2016 1:30,-122.222872,48.96404939,Very accurate map reading,Reese Hill road at the top of the hill within 50 feet of the curve.,10/11/2016 8:13
D171A5-16,COUGAR,WA,98616,ELK,F,0,10/10/2016 22:30,-122.0936324,45.81332454,General area map reading,spur 503 ,10/11/2016 9:46
064DDC-16,TACOMA,WA,98404,DEER,F,0,10/10/2016 10:30,-122.0297529,46.53901441,General area GPS reading,it was dark at night so I didn&#39;t see a mile marker ... ,10/11/2016 11:25
92152D-16,TACOMA,WA,98404,DEER,F,0,10/10/2016 22:30,-122.0338513,46.53942769,General area GPS reading,hi I made a mistake on the first salvage permit on the time . I put 10;30 am but it was actually at 1030 pm on 10/ 10/2016 ... ,10/11/2016 11:40
63EFF6-16,ROSLYN,WA,98941,ELK,F,0,10/10/2016 21:00,-120.8920028,47.18628807,Very accurate map reading,"mp 1 on sr 970, neat twin pines restraunts",10/11/2016 13:38
EB840F-16,CHEHALIS,WA,98532,DEER,M,1,10/11/2016 7:30,-122.0297098,46.7550137,General area map reading,,10/11/2016 14:30
213279-16,SNOHOMISH,WA,98290,DEER,F,0,10/10/2016 19:30,-122.0340746,47.93036409,Very accurate map reading,,10/11/2016 17:15
EE7ED5-16,BELLINGHAM,WA,98225,DEER,F,0,10/11/2016 16:30,-122.4634554,48.75048991,General area map reading,,10/11/2016 20:23
CE35BD-16,OLYMPIA,WA,98526,DEER,M,1,10/10/2016 20:30,-121.6861083,46.61108332,General area map reading,us why 12 2 miles east of glenoma,10/11/2016 20:30
9198D4-16,SHELTON,WA,98584,DEER,M,0,10/11/2016 20:30,-122.9060557,47.26315157,General area map reading,,10/11/2016 20:43
724C47-16,MOUNT VERNON,WA,98274,DEER,F,0,10/11/2016 19:00,-117.8089644,46.90959091,General area map reading,Highway 26 Mile heading east Post 86 ,10/11/2016 22:31
42DD57-16,PORT TOWNSEND,WA,98368,DEER,M,1,10/11/2016 22:00,-122.7819174,48.1074862,General area map reading,"on Hwy 20 next to Safeway in Port Townsend, Wa.",10/11/2016 22:42
48D334-16,OLYMPIA,WA,98513,DEER,M,3,10/11/2016 21:30,-122.8614737,46.92220702,Very accurate map reading,before the fire station but after the airport.  The car that hit it was still on site and the fire department responded as well as a toe truck so they have the exact spot,10/11/2016 23:47
87DD0F-16,CENTRALIA,WA,98531,DEER,F,0,10/11/2016 7:30,-122.9164912,46.68156965,General area map reading,ifred jones arrived open a few officers of law enforcement on the centralia alfa rd. at appr. 720 pm where there was a deer hit by vehicle and down in ditch.i asked if i could have the animal and law enforcment said shure they finished the animal humanely with two rounds fire from a rifle the officers.they were very nice and helped out in the loading of the animal into my white 1988 jeep cherokee i was driving. i thaked them an they let me know to contact the game dept so i could fill out this report and salvage permit. i hope alls werll thank you all very much so fred jones,10/12/2016 1:30
41AABB-16,POMEROY,WA,99347,DEER,M,3,10/11/2016 5:30,-117.5672919,46.47477095,General area map reading,Pomeroy West city limit  ,10/12/2016 7:22
3C13D7-16,OLYMPIA,WA,98512,DEER,M,2,10/12/2016 7:30,-122.9297266,46.95329729,General area GPS reading,,10/12/2016 7:43
C57BBA-16,KINGSTON,WA,98346,DEER,M,0,10/11/2016 20:00,-122.6141097,47.76386613,General area map reading,,10/12/2016 8:13
098201-16,CASHMERE ,WA,98815,DEER,M,1,10/12/2016 6:30,-120.6111648,47.53280857,General area GPS reading,,10/12/2016 10:55
0F2894-16,ENUMCLAW,WA,98022,ELK,F,0,10/12/2016 6:30,-122.1513106,47.33308116,General area GPS reading,horseshoe lake,10/12/2016 11:02
02DBDD-16,RICE,WA,99167-9714,DEER,UKN,0,10/12/2016 15:00,-117.9970239,48.57568972,General area map reading,,10/12/2016 11:21
754246-16,ELLENSBURG,WA,98926,DEER,F,0,10/12/2016 8:30,-120.4738318,47.09647951,General area map reading,hit on road in ditch,10/12/2016 11:59
643F30-16,DAVENPORT,WA,99122,DEER,M,5,10/12/2016 12:30,-117.9574264,47.67267506,General area GPS reading,,10/12/2016 13:36
113FB7-16,ELMA,WA,98541,DEER,M,1,10/11/2016 21:30,-123.3471038,47.04669152,General area GPS reading,it is hanging in the garage of house. I contacted Fish and Game Officer Harry Cilk regarding this matter when it happened. Please speak with him if you have any questions about it. ,10/12/2016 16:52
FC2B55-16,QUINCY,WA,98848,DEER,M,4,10/12/2016 12:00,-119.6546676,47.18059492,General area map reading,The buck was located at Adams RD NW and 11.5 NW. Deputy Mark Pannek located the deer and contacted me (Alex Bushy). When I arrived the buck was laying in a ditch with a completely broken back leg. He allowed us to approach close to ten feet. Deputy contacted the Fish and Game Department and confirmed he should dispatch the deer he also advised of a citizen (me) on scene willing to take the deer as a salvage tag. WDFW advised he was good to dispatch the deer and allow me to take the deer.,10/12/2016 19:58
13BE93-16,ALLYN,WA,98367,DEER,F,0,10/12/2016 20:00,-122.760801,47.42914943,General area map reading,,10/13/2016 8:53
A18276-16,CUSICK,WA,99119,DEER,M,3,10/12/2016 17:30,-117.3388272,48.3363569,General area map reading,on Meadow lane just past the fire hall. going toward town.,10/13/2016 8:58
9BC7E5-16,AUBURN,WA,98002,ELK,M,25,10/12/2016 12:30,-117.4024703,47.18955456,Very accurate map reading,212,10/13/2016 9:23
99F3A5-16,CLE ELUM,WA,98922,ELK,F,0,10/13/2016 13:00,-120.8369513,47.18069246,General area map reading,Mile marker 1 on highway 970,10/13/2016 15:44
E70653-16,EVERETT ,WA,98203,DEER,M,0,10/13/2016 16:00,-122.1751646,47.83464654,Very accurate map reading,salvage only - did not hit - deer is male but antlers were completely ruined and couldn&#39;t find due to high traffic ,10/13/2016 16:06
6A8D5C-16,WINTHROP,WA,98862,DEER,F,0,10/13/2016 7:30,-120.1669695,48.4671619,Very accurate map reading,,10/13/2016 16:52
078DE2-16,EATONVILLE,WA,98328,DEER,F,0,10/14/2016 4:00,-122.2824516,46.94234612,Very accurate map reading,34514 Meridian ave E Eatonville WA 98328I found Deer in drive way entrance to the above address,10/14/2016 6:35
3DF427-16,KETTLE FALLS,WA,99141,DEER,F,0,10/12/2016 19:30,-117.8479565,48.39628802,Very accurate map reading,A whitetail doe was hit by a oncoming vehicle. the doe was hit approximately a couple hundred yards from the north entrance of Mclean rd. on I395. The doe was hit in the south bound lane of I395. the doe came to rest on the northbound shoulder. The deer was traveling from east to west.,10/14/2016 9:09
97688B-16,SNOQUALMIE,WA,98065,DEER,M,1,10/12/2016 20:00,-121.8097045,47.50666655,General area map reading,The animal was delivered to my home by the Snoqualmie Police Department.  The officer said that the permit must be obtained within 72 hrs.  My apologies for the late application.,10/14/2016 14:12
4EADBF-16,DEMING,WA,98244,DEER,M,1,10/13/2016 20:00,-122.377649,48.7323146,General area map reading,Deer was hit near swampy area on Lake Louise Rd. and dispatched by Whatcom County Sheriff deputy.,10/14/2016 16:45
AB4EF6-16,LANGLEY,WA,98260,DEER,M,0,10/14/2016 6:00,-122.5068213,48.03604471,General area map reading,East Harbor Rd and Goss Lake Rd. intersection ,10/14/2016 17:47
8D5E76-16,NEWPORT,WA,99156,DEER,F,0,10/14/2016 18:00,-117.348397,48.07682266,General area map reading,,10/14/2016 18:25
27A213-16,RENTON,WA,98058,DEER,M,1,10/14/2016 18:30,-122.0600297,47.41351322,Very accurate map reading,,10/14/2016 18:51
68A395-16,PORT ANGELES,WA,98362,DEER,F,0,10/14/2016 16:00,-123.2601048,48.09228127,General area map reading,The deer was laying 30 yards west of Shore rd. on the shoulder of hwy 101.,10/14/2016 20:00
24BFE3-16,OLYMPIA,WA,98512,DEER,F,0,10/14/2016 17:00,-120.6426279,47.39348154,General area map reading,,10/14/2016 20:07
1B87EC-16,LONG BEACH,WA,98631,DEER,F,0,10/14/2016 22:00,-124.0052535,46.34676721,General area map reading,Mm #3 sr 103 long beach,10/14/2016 22:44
C53F22-16,WINLOCKSELAH,WA,98942,DEER,F,0,10/14/2016 19:30,-120.6434371,46.90883964,General area GPS reading,South of Tjossem Rd intersection on Canyon Rd,10/15/2016 8:43
